"","site","height","value"
"616","site1",13.9035244669168,-0.272760358517984
"617","site1",13.9286859641424,-0.321833091331613
"618","site1",13.9538474613679,-0.460327637648366
"619","site1",13.9790089585935,-0.171582923985886
"620","site1",14.004170455819,-0.218780662780304
"621","site1",14.0293319530446,-0.22607119305936
"622","site1",14.0544934502701,0.113643886508989
"623","site1",14.0796549474957,0.0490015771597287
"624","site1",14.1048164447212,-0.0504360788160655
"625","site1",14.1299779419468,0.0241091610550513
"626","site1",14.1551394391723,-0.129490807685603
"627","site1",14.1803009363979,0.00285237988188267
"628","site1",14.2054624336234,0.288677732379409
"629","site1",14.230623930849,0.0899713523857597
"630","site1",14.2557854280745,0.150698242080679
"631","site1",14.2809469253001,0.548237387598696
"632","site1",14.3061084225256,0.0274001438652018
"633","site1",14.3312699197511,0.38504491315681
"634","site1",14.3564314169767,0.575608778653881
"635","site1",14.3815929142022,0.0291663672189684
"636","site1",14.4067544114278,0.269861139144674
"637","site1",14.4319159086533,0.212517926669682
"638","site1",14.4570774058789,0.216315018827677
"639","site1",14.4822389031044,0.129120867639713
"640","site1",14.50740040033,0.182590829690059
"641","site1",14.5325618975555,0.639050134908575
"642","site1",14.5577233947811,0.527036671275865
"643","site1",14.5828848920066,0.586232663178193
"644","site1",14.6080463892322,0.765144273426877
"645","site1",14.6332078864577,0.402867033660295
"646","site1",14.6583693836833,0.661234570819687
"647","site1",14.6835308809088,0.507456994411321
"648","site1",14.7086923781344,0.440640023707705
"649","site1",14.7338538753599,0.747117533400089
"650","site1",14.7590153725855,0.589926103758911
"651","site1",14.784176869811,0.389563321887066
"652","site1",14.8093383670366,0.574995261693822
"653","site1",14.8344998642621,0.941220194245817
"654","site1",14.8596613614876,0.895689647533856
"655","site1",14.8848228587132,0.388380307832794
"656","site1",14.9099843559387,0.717166370585417
"657","site1",14.9351458531643,0.885479513888322
"658","site1",14.9603073503898,0.40841176869411
"659","site1",14.9854688476154,1.03187128076361
"660","site1",15.0106303448409,0.658205570660281
"661","site1",15.0357918420665,0.838204338822599
"662","site1",15.060953339292,0.759095238746059
"663","site1",15.0861148365176,1.12803469947603
"664","site1",15.1112763337431,0.532092252495029
"665","site1",15.1364378309687,0.81215517980261
"666","site1",15.1615993281942,0.639417366382854
"667","site1",15.1867608254198,0.948529629025023
"668","site1",15.2119223226453,1.32532619153467
"669","site1",15.2370838198709,0.588270251840999
"670","site1",15.2622453170964,0.889959900791253
"671","site1",15.287406814322,0.883407741168451
"672","site1",15.3125683115475,1.23116312368558
"673","site1",15.337729808773,0.735871763997876
"674","site1",15.3628913059986,1.04036674740968
"675","site1",15.3880528032241,1.28865315522578
"676","site1",15.4132143004497,0.904727835610709
"677","site1",15.4383757976752,0.822695131868165
"678","site1",15.4635372949008,0.938040697764796
"679","site1",15.4886987921263,1.07632206404667
"680","site1",15.5138602893519,0.778513153457639
"681","site1",15.5390217865774,1.30871374448291
"682","site1",15.564183283803,0.990809849444851
"683","site1",15.5893447810285,0.411993260285894
"684","site1",15.6145062782541,0.77420310941979
"685","site1",15.6396677754796,1.30718215571419
"686","site1",15.6648292727052,0.803703803382817
"687","site1",15.6899907699307,0.979537809478429
"688","site1",15.7151522671563,1.25257147641853
"689","site1",15.7403137643818,0.934360904102775
"690","site1",15.7654752616074,1.26471983340423
"691","site1",15.7906367588329,1.25192423404088
"692","site1",15.8157982560585,1.07857186661006
"693","site1",15.840959753284,0.68538673855365
"694","site1",15.8661212505095,0.804925899517378
"695","site1",15.8912827477351,0.928488901922466
"696","site1",15.9164442449606,0.982606396660431
"697","site1",15.9416057421862,1.46055282937817
"698","site1",15.9667672394117,1.12774126412926
"699","site1",15.9919287366373,0.810162154140438
"700","site1",16.0170902338628,0.73491824828593
"701","site1",16.0422517310884,0.900590686706597
"702","site1",16.0674132283139,0.892224811583592
"703","site1",16.0925747255395,0.862906045964178
"704","site1",16.117736222765,0.988353165760317
"705","site1",16.1428977199906,0.751789021750016
"706","site1",16.1680592172161,1.00914408255021
"707","site1",16.1932207144417,0.66590848767798
"708","site1",16.2183822116672,0.859551357147883
"709","site1",16.2435437088928,0.970458543016331
"710","site1",16.2687052061183,0.911812850067297
"711","site1",16.2938667033439,1.03574755388788
"712","site1",16.3190282005694,0.852856761079412
"713","site1",16.344189697795,0.953979294883265
"714","site1",16.3693511950205,1.05900925447643
"715","site1",16.394512692246,0.691887611286812
"716","site1",16.4196741894716,0.561014276836957
"717","site1",16.4448356866971,0.814775609759472
"718","site1",16.4699971839227,0.745433666801884
"719","site1",16.4951586811482,0.670798443248023
"720","site1",16.5203201783738,0.679180016096261
"721","site1",16.5454816755993,0.622087172688563
"722","site1",16.5706431728249,0.883153285789493
"723","site1",16.5958046700504,0.95369830906198
"724","site1",16.620966167276,0.906961212295594
"725","site1",16.6461276645015,0.607549418354889
"726","site1",16.6712891617271,0.925755026377683
"727","site1",16.6964506589526,0.606596103243052
"728","site1",16.7216121561782,0.998156012551604
"729","site1",16.7467736534037,0.742583588732386
"730","site1",16.7719351506293,0.52349571135762
"731","site1",16.7970966478548,0.431031512133134
"732","site1",16.8222581450804,0.347293774332959
"733","site1",16.8474196423059,0.350448182945132
"734","site1",16.8725811395314,0.233569795435324
"735","site1",16.897742636757,0.760205917203674
"736","site1",16.9229041339825,0.677703694013129
"737","site1",16.9480656312081,0.448058863618563
"738","site1",16.9732271284336,0.528828240321669
"739","site1",16.9983886256592,0.382193569830608
"740","site1",17.0235501228847,0.927609001775204
"741","site1",17.0487116201103,0.261950352469935
"742","site1",17.0738731173358,0.391616515047161
"743","site1",17.0990346145614,0.434097507180218
"744","site1",17.1241961117869,0.489110259256677
"745","site1",17.1493576090125,0.312256162956655
"746","site1",17.174519106238,-0.116741197197116
"747","site1",17.1996806034636,0.0565245708620413
"748","site1",17.2248421006891,0.362164309665534
"749","site1",17.2500035979147,0.2693549297335
"750","site1",17.2751650951402,0.0645660363737115
"751","site1",17.3003265923658,0.210660941269747
"752","site1",17.3254880895913,0.0519726399616723
"753","site1",17.3506495868169,0.244581632588708
"754","site1",17.3758110840424,-0.107694083826807
"755","site1",17.400972581268,0.231756486239319
"756","site1",17.4261340784935,0.189551340379641
"757","site1",17.451295575719,0.134296716396453
"758","site1",17.4764570729446,0.10652214221027
"759","site1",17.5016185701701,0.135703579758121
"760","site1",17.5267800673957,-0.0639161308973771
"761","site1",17.5519415646212,0.0238186691486266
"762","site1",17.5771030618468,0.162374198282939
"763","site1",17.6022645590723,0.231775077016732
"764","site1",17.6274260562979,0.0225206861711762
"765","site1",17.6525875535234,-0.0474369829903491
"766","site1",17.677749050749,-0.223779201620037
"767","site1",17.7029105479745,-0.346177587210811
"768","site1",17.7280720452001,-0.235177652031522
"769","site1",17.7532335424256,0.158163694222857
"770","site1",17.7783950396512,0.0450992524900367
"771","site1",17.8035565368767,-0.169681087981607
"772","site1",17.8287180341023,-0.226950904435307
"773","site1",17.8538795313278,-0.241747597356855
"774","site1",17.8790410285534,0.0257413258991245
"775","site1",17.9042025257789,-0.244247918018692
"776","site1",17.9293640230044,0.0469531604325143
"777","site1",17.95452552023,-0.089786444444574
"778","site1",17.9796870174555,0.0261674039366385
"779","site1",18.0048485146811,-0.422615001316828
"780","site1",18.0300100119066,-0.260240665414783
"781","site1",18.0551715091322,-0.451717403830084
"782","site1",18.0803330063577,-0.169586753370372
"783","site1",18.1054945035833,-0.27784940474694
"784","site1",18.1306560008088,-0.370832762585927
"785","site1",18.1558174980344,-0.0354480589783762
"786","site1",18.1809789952599,-0.292724517422236
"787","site1",18.2061404924855,-0.150729767971819
"788","site1",18.231301989711,-0.161860021159046
"789","site1",18.2564634869366,-0.215540312000772
"790","site1",18.2816249841621,-0.537617102931279
"791","site1",18.3067864813877,-0.515409125367454
"792","site1",18.3319479786132,-0.392437885482158
"793","site1",18.3571094758388,-0.636961299512013
"794","site1",18.3822709730643,-0.304252201260753
"795","site1",18.4074324702898,-0.684033758178897
"796","site1",18.4325939675154,-0.110653179032974
"797","site1",18.4577554647409,-0.543306605423904
"798","site1",18.4829169619665,-0.114493669447463
"799","site1",18.508078459192,-0.539199669085594
"800","site1",18.5332399564176,-0.657248253164249
"801","site1",18.5584014536431,-0.463358262245444
"802","site1",18.5835629508687,-0.468128900338316
"803","site1",18.6087244480942,-0.814391541244382
"804","site1",18.6338859453198,-0.271874755329854
"805","site1",18.6590474425453,-0.710350878958106
"806","site1",18.6842089397709,-0.422647535558279
"807","site1",18.7093704369964,-0.393683418643427
"808","site1",18.734531934222,-0.467433481930094
"809","site1",18.7596934314475,-0.52073221724589
"810","site1",18.7848549286731,-0.458893863163537
"811","site1",18.8100164258986,-0.713152354232771
"812","site1",18.8351779231242,-0.660565122244035
"813","site1",18.8603394203497,-0.722709421243988
"814","site1",18.8855009175753,-0.183497199397413
"815","site1",18.9106624148008,-0.199036432130491
"816","site1",18.9358239120264,-0.444681826327023
"817","site1",18.9609854092519,-0.741928856716027
"818","site1",18.9861469064774,-0.493759166285685
"819","site1",19.011308403703,-0.187875467353028
"820","site1",19.0364699009285,-0.582076442312022
"821","site1",19.0616313981541,-0.323613828671497
"822","site1",19.0867928953796,-0.673793795855723
"823","site1",19.1119543926052,-0.336453409549469
"824","site1",19.1371158898307,-0.660371886712977
"825","site1",19.1622773870563,-0.70996628994524
"826","site1",19.1874388842818,-0.648972293984803
"827","site1",19.2126003815074,-0.625071577172055
"828","site1",19.2377618787329,-0.626328370497287
"829","site1",19.2629233759585,-0.288574733939252
"830","site1",19.288084873184,-0.415330639551872
"831","site1",19.3132463704096,-0.485556174622752
"832","site1",19.3384078676351,-0.629455045081214
"833","site1",19.3635693648607,-0.606269448549789
"834","site1",19.3887308620862,-0.547157473554525
"835","site1",19.4138923593118,-0.607651784349966
"836","site1",19.4390538565373,-0.46304977513986
"837","site1",19.4642153537628,-0.268380144867186
"838","site1",19.4893768509884,-0.587750150431837
"839","site1",19.5145383482139,-0.0461443221740213
"840","site1",19.5396998454395,-0.590649913896502
"841","site1",19.564861342665,-0.335474709492488
"842","site1",19.5900228398906,0.170328750958096
"843","site1",19.6151843371161,-0.112584965203734
"844","site1",19.6403458343417,-0.327899616512945
"845","site1",19.6655073315672,-0.437034539252251
"846","site1",19.6906688287928,-0.133458070474201
"847","site1",19.7158303260183,-0.238258103903231
"848","site1",19.7409918232439,-0.296192637006378
"849","site1",19.7661533204694,-0.142815672491047
"850","site1",19.791314817695,-0.289036153922406
"851","site1",19.8164763149205,0.355853727895703
"852","site1",19.8416378121461,0.175844522346088
"853","site1",19.8667993093716,0.0116321334800403
"854","site1",19.8919608065972,0.0145394947699292
"855","site1",19.9171223038227,-0.220269569304681
"856","site1",19.9422838010482,0.0821068964818203
"857","site1",19.9674452982738,-0.147904872434662
"858","site1",19.9926067954993,-0.262726244537057
"859","site1",20.0177682927249,0.332788743219256
"860","site1",20.0429297899504,-0.212188391969156
"861","site1",20.068091287176,-0.0676049015402745
"862","site1",20.0932527844015,-0.113963283558953
"863","site1",20.1184142816271,-0.162443453998669
"864","site1",20.1435757788526,0.164852860035723
"865","site1",20.1687372760782,-0.241449278441971
"866","site1",20.1938987733037,0.0403699759309659
"867","site1",20.2190602705293,-0.0148106245338732
"868","site1",20.2442217677548,-0.159449137574726
"869","site1",20.2693832649804,0.123119399836674
"870","site1",20.2945447622059,0.0697171852009167
"871","site1",20.3197062594315,0.0561978073425302
"872","site1",20.344867756657,0.389663610874783
"873","site1",20.3700292538826,0.318755553246481
"874","site1",20.3951907511081,0.213039643390558
"875","site1",20.4203522483337,0.281298098339217
"876","site2",0,-0.683878301620681
"877","site2",0.0503229944510952,-0.699654663768069
"878","site2",0.10064598890219,-0.945378529111042
"879","site2",0.150968983353285,-1.24254532270109
"880","site2",0.20129197780438,-0.994136738321692
"881","site2",0.251614972255476,-0.6878556395259
"882","site2",0.30193796670657,-1.08150096028863
"883","site2",0.352260961157666,-0.822324789885344
"884","site2",0.402583955608761,-1.17163374946994
"885","site2",0.452906950059856,-0.833265456133833
"886","site2",0.503229944510951,-1.15599977757183
"887","site2",0.553552938962046,-1.20425452603349
"888","site2",0.603875933413141,-1.14176622434931
"889","site2",0.654198927864236,-1.11621749685612
"890","site2",0.704521922315331,-1.11567361784629
"891","site2",0.754844916766426,-0.775967787245776
"892","site2",0.805167911217521,-0.90062121297919
"893","site2",0.855490905668617,-0.968595313345904
"894","site2",0.905813900119712,-1.11009521958547
"895","site2",0.956136894570807,-1.08436464802681
"896","site2",1.0064598890219,-1.02256329833705
"897","site2",1.056782883473,-1.08022553732656
"898","site2",1.10710587792409,-0.932650552091826
"899","site2",1.15742887237519,-0.734868923670453
"900","site2",1.20775186682628,-1.05098987906735
"901","site2",1.25807486127738,-1.03614954148438
"902","site2",1.30839785572847,-0.490653181331638
"903","site2",1.35872085017957,-1.03114510391384
"904","site2",1.40904384463066,-0.771835634047846
"905","site2",1.45936683908176,-0.261779929082863
"906","site2",1.50968983353285,-0.540326113635856
"907","site2",1.56001282798395,-0.751160711184291
"908","site2",1.61033582243504,-0.855705894187507
"909","site2",1.66065881688614,-0.5474329053133
"910","site2",1.71098181133723,-0.647432611500543
"911","site2",1.76130480578833,-0.700466049147638
"912","site2",1.81162780023942,-0.542090323686448
"913","site2",1.86195079469052,-0.68321754323544
"914","site2",1.91227378914161,-0.0331431229772384
"915","site2",1.96259678359271,-0.207879795692043
"916","site2",2.0129197780438,-0.366734995197964
"917","site2",2.0632427724949,-0.358389179485329
"918","site2",2.11356576694599,-0.587681966983549
"919","site2",2.16388876139709,-0.279714894642665
"920","site2",2.21421175584818,-0.504065266258324
"921","site2",2.26453475029928,-0.613158034360329
"922","site2",2.31485774475037,-0.0118508624973067
"923","site2",2.36518073920147,-0.55097590031645
"924","site2",2.41550373365256,-0.400484104028635
"925","site2",2.46582672810366,-0.440881712055386
"926","site2",2.51614972255475,-0.483352413942715
"927","site2",2.56647271700585,-0.150001741194962
"928","site2",2.61679571145694,-0.55020846361631
"929","site2",2.66711870590804,-0.262256594654106
"930","site2",2.71744170035913,-0.311271264355995
"931","site2",2.76776469481023,-0.449714433910848
"932","site2",2.81808768926132,-0.160925062361272
"933","site2",2.86841068371242,-0.208084890414853
"934","site2",2.91873367816351,-0.215344281099395
"935","site2",2.96905667261461,0.124395147203684
"936","site2",3.01937966706571,0.0597703803149724
"937","site2",3.0697026615168,-0.039656550580018
"938","site2",3.12002565596789,0.0348925902024604
"939","site2",3.17034865041899,-0.118710304265818
"940","site2",3.22067164487009,0.0136231327872451
"941","site2",3.27099463932118,0.29943191615628
"942","site2",3.32131763377228,0.100702158909452
"943","site2",3.37164062822337,0.161398878025883
"944","site2",3.42196362267447,0.558901078740117
"945","site2",3.47228661712556,0.0380201393660993
"946","site2",3.52260961157666,0.395614489842739
"947","site2",3.57293260602775,0.586121245268908
"948","site2",3.62325560047885,0.0396150686616953
"949","site2",3.67357859492994,0.280239460681362
"950","site2",3.72390158938104,0.222819298121825
"951","site2",3.77422458383213,0.226532918731373
"952","site2",3.82454757828323,0.139248827374186
"953","site2",3.87487057273432,0.192622437572731
"954","site2",3.92519356718542,0.648979040254106
"955","site2",3.97551656163651,0.536856588416554
"956","site2",4.02583955608761,0.595937375443234
"957","site2",4.0761625505387,0.774727637077927
"958","site2",4.1264855449898,0.412322981780887
"959","site2",4.17680853944089,0.670557117155989
"960","site2",4.22713153389199,0.516640237161839
"961","site2",4.27745452834308,0.449678149259523
"962","site2",4.32777752279418,0.756004820009278
"963","site2",4.37810051724527,0.598656925172785
"964","site2",4.42842351169637,0.398132150905974
"965","site2",4.47874650614746,0.58339667367024
"966","site2",4.52906950059856,0.949448870518513
"967","site2",4.57939249504965,0.903740378794972
"968","site2",4.62971548950075,0.396247997425679
"969","site2",4.68003848395184,0.72484603773116
"970","site2",4.73036147840294,0.892966296838917
"971","site2",4.78068447285403,0.415700927810282
"972","site2",4.83100746730513,1.03895820151532
"973","site2",4.88133046175622,0.665085766548014
"974","site2",4.93165345620732,0.844873454217665
"975","site2",4.98197645065841,0.765549051647965
"976","site2",5.03229944510951,1.13426912418531
"977","site2",5.0826224395606,0.538103342199753
"978","site2",5.1329454340117,0.817939129076997
"979","site2",5.18326842846279,0.644970513596351
"980","site2",5.23359142291389,0.953848458660376
"981","site2",5.28391441736498,1.33040733641348
"982","site2",5.33423741181608,0.593110495255359
"983","site2",5.38456040626717,0.894556178540165
"984","site2",5.43488340071827,0.88775714349766
"985","site2",5.48520639516936,1.23526289712965
"986","site2",5.53552938962046,0.7397193131233
"987","site2",5.58585238407155,1.043959636458
"988","site2",5.63617537852265,1.29198910965555
"989","site2",5.68649837297374,0.907804743537458
"990","site2",5.73682136742484,0.825511045401358
"991","site2",5.78714436187593,0.940593834240974
"992","site2",5.83746735632703,1.078610807158
"993","site2",5.88779035077812,0.780536054275145
"994","site2",5.93811334522922,1.31046952237374
"995","site2",5.98843633968031,0.992297392883021
"996","site2",6.03875933413141,0.41321162755593
"997","site2",6.0890823285825,0.77515152921292
"998","site2",6.1394053230336,1.30786002761663
"999","site2",6.1897283174847,0.804110698255862
"1000","site2",6.24005131193579,0.979673469730145
"1001","site2",6.29037430638689,1.25242935598093
"1002","site2",6.34069730083798,0.933823201311031
"1003","site2",6.39102029528907,1.26362862177504
"1004","site2",6.44134328974017,1.25012193749942
"1005","site2",6.49166628419126,1.07590135924629
"1006","site2",6.54198927864236,0.681691444093611
"1007","site2",6.59231227309346,0.800049890446572
"1008","site2",6.64263526754455,0.922276998198486
"1009","site2",6.69295826199565,0.974904263952414
"1010","site2",6.74328125644674,1.45120707677086
"1011","site2",6.79360425089784,1.11659954122979
"1012","site2",6.84392724534893,0.79707324752646
"1013","site2",6.89425023980003,0.719732177233897
"1014","site2",6.94457323425112,0.883158798139697
"1015","site2",6.99489622870222,0.872399874179188
"1016","site2",7.04521922315331,0.840542343361177
"1017","site2",7.09554221760441,0.963306588807471
"1018","site2",7.1458652120555,0.723917159736747
"1019","site2",7.1961882065066,0.97830631336221
"1020","site2",7.24651120095769,0.631966066820498
"1021","site2",7.29683419540879,0.822367505580377
"1022","site2",7.34715718985988,0.929898533742829
"1023","site2",7.39748018431098,0.867744093427689
"1024","site2",7.44780317876207,0.988039681496116
"1025","site2",7.49812617321317,0.801381708355524
"1026","site2",7.54844916766426,0.898611382126864
"1027","site2",7.59877216211536,0.999625266430468
"1028","site2",7.64909515656645,0.62836687514114
"1029","site2",7.69941815101755,0.493238738622386
"1030","site2",7.74974114546864,0.7426299090839
"1031","site2",7.80006413991974,0.668805209881217
"1032","site2",7.85038713437083,0.58957747418564
"1033","site2",7.90071012882193,0.593259686365916
"1034","site2",7.95103312327302,0.531363608776716
"1035","site2",8.00135611772412,0.787525654954262
"1036","site2",8.05167911217521,0.853068883167077
"1037","site2",8.10200210662631,0.801235429678831
"1038","site2",8.1523251010774,0.496635943692103
"1039","site2",8.2026480955285,0.809565808504162
"1040","site2",8.25297108997959,0.485046430895872
"1041","site2",8.30329408443069,0.871164567997576
"1042","site2",8.35361707888178,0.610072499247675
"1043","site2",8.40394007333288,0.385390598526443
"1044","site2",8.45426306778397,0.287261538934317
"1045","site2",8.50458606223507,0.197791689984554
"1046","site2",8.55490905668616,0.195150365478707
"1047","site2",8.60523205113726,0.072416291972967
"1048","site2",8.65555504558835,0.593140481912211
"1049","site2",8.70587804003945,0.504673823711543
"1050","site2",8.75620103449054,0.269015831016039
"1051","site2",8.80652402894164,0.343727124865275
"1052","site2",8.85684702339273,0.190993286143031
"1053","site2",8.90717001784383,0.730272325664574
"1054","site2",8.95749301229492,0.0584439444952449
"1055","site2",9.00781600674602,0.181910941624391
"1056","site2",9.05813900119711,0.218167259215781
"1057","site2",9.10846199564821,0.266933768296401
"1058","site2",9.1587849900993,0.0838158148400608
"1059","site2",9.2091079845504,-0.351459051185851
"1060","site2",9.2594309790015,-0.184480463629445
"1061","site2",9.30975397345259,0.114866400250591
"1062","site2",9.36007696790369,0.0157624347892593
"1063","site2",9.41039996235478,-0.195318769807885
"1064","site2",9.46072295680587,-0.0555099183992551
"1065","site2",9.51104595125697,-0.220474035948353
"1066","site2",9.56136894570806,-0.0341266493003944
"1067","site2",9.61169194015916,-0.392645797413541
"1068","site2",9.66201493461026,-0.0594165322496405
"1069","site2",9.71233792906135,-0.107816917709935
"1070","site2",9.76266092351245,-0.169236793987024
"1071","site2",9.81298391796354,-0.203142730139275
"1072","site2",9.86330691241464,-0.180054882663418
"1073","site2",9.91362990686573,-0.385726553842743
"1074","site2",9.96395290131683,-0.303998253472627
"1075","site2",10.0142758957679,-0.171399960646274
"1076","site2",10.064598890219,-0.107903283519572
"1077","site2",10.1149218846701,-0.32300510351295
"1078","site2",10.1652448791212,-0.398749727545431
"1079","site2",10.2155678735723,-0.580814763235908
"1080","site2",10.2658908680234,-0.708868205147584
"1081","site2",10.3162138624745,-0.603451985516699
"1082","site2",10.3665368569256,-0.215619479169151
"1083","site2",10.4168598513767,-0.33411439769949
"1084","site2",10.4671828458278,-0.55424341400074
"1085","site2",10.5175058402789,-0.616776719243079
"1086","site2",10.56782883473,-0.636748381768385
"1087","site2",10.6181518291811,-0.374342632825999
"1088","site2",10.6684748236322,-0.649320037774571
"1089","site2",10.7187978180833,-0.363008949228447
"1090","site2",10.7691208125343,-0.504537277191051
"1091","site2",10.8194438069854,-0.393267853490636
"1092","site2",10.8697668014365,-0.846627419462962
"1093","site2",10.9200897958876,-0.688720082665955
"1094","site2",10.9704127903387,-0.884550830660329
"1095","site2",11.0207357847898,-0.606658443871583
"1096","site2",11.0710587792409,-0.719040929903845
"1097","site2",11.121381773692,-0.816023085249656
"1098","site2",11.1717047681431,-0.484513610491151
"1099","site2",11.2220277625942,-0.745539275844677
"1100","site2",11.2723507570453,-0.607165337863343
"1101","site2",11.3226737514964,-0.664722663649625
"1102","site2",11.3729967459475,-0.990550393642932
"1103","site2",11.4233197403986,-0.971964884662379
"1104","site2",11.4736427348497,-0.852485349613544
"1105","site2",11.5239657293008,-1.10036749424805
"1106","site2",11.5742887237519,-0.770882026066314
"1107","site2",11.624611718203,-1.15375007174328
"1108","site2",11.6749347126541,-0.583316886089624
"1109","site2",11.7252577071052,-1.01877674480712
"1110","site2",11.7755807015562,-0.592627503330321
"1111","site2",11.8259036960073,-1.01985277334265
"1112","site2",11.8762266904584,-1.14027460880175
"1113","site2",11.9265496849095,-0.948610347841215
"1114","site2",11.9768726793606,-0.955457785432799
"1115","site2",12.0271956738117,-1.30364698062366
"1116","site2",12.0775186682628,-0.762905284141021
"1117","site2",12.1278416627139,-1.20300390859676
"1118","site2",12.178164657165,-0.9167694502674
"1119","site2",12.2284876516161,-0.88911967276254
"1120","site2",12.2788106460672,-0.964028697733101
"1121","site2",12.3291336405183,-1.01833028330567
"1122","site2",12.3794566349694,-0.95733803318102
"1123","site2",12.4297796294205,-1.21228534626794
"1124","site2",12.4801026238716,-1.160229218286
"1125","site2",12.5304256183227,-1.22274656705716
